dataset,budget_ms,seed,method,certificate,eb-nocorrection,point-estimate,posthoc-oracle,realized,ndcg10
fiqa,120.0,29,Static-E5,,0.273570702568952,0.0,0.0,0.0,0.5686527647674817
fiqa,120.0,31,CWC,0.3410342090976302,0.2517391774807573,0.0,0.002472187886279357,0.002472187886279357,0.7238211662308368
fiqa,120.0,31,StaticBest-cal,,0.2517391774807573,0.0,0.002472187886279357,0.002472187886279357,0.7238211662308368
fiqa,120.0,31,CostGreedy-cal,,0.2517391774807573,0.0,0.002472187886279357,0.002472187886279357,0.7238211662308368
fiqa,120.0,31,Static-Qwen3,,0.2517391774807573,0.0,0.0012360939431396785,0.0012360939431396785,0.7238211662308368
fiqa,120.0,31,Static-SPLADE,,0.2517391774807573,0.0,0.0,0.0,0.6167311331860953
fiqa,120.0,31,Static-ColBERTv2,,0.7124777246858875,0.3980690208131493,0.4252163164400494,0.4252163164400494,0.5991223177128441
fiqa,120.0,31,Static-E5,,0.2517391774807573,0.0,0.0,0.0,0.5658096355260593
fiqa,160.0,13,CWC,0.44191463050080554,0.32722375976005924,0.010649875621890547,0.0012437810945273632,0.0012437810945273632,0.7331937932881494
fiqa,160.0,13,StaticBest-cal,,0.32722375976005924,0.010649875621890547,0.0,0.0,0.7331937932881494
fiqa,160.0,13,CostGreedy-cal,,0.32722375976005924,0.010649875621890547,0.0012437810945273632,0.0012437810945273632,0.7331937932881494
fiqa,160.0,13,Static-Qwen3,,0.32722375976005924,0.010649875621890547,0.0,0.0,0.7331937932881494
fiqa,160.0,13,Static-SPLADE,,0.2850458392594048,0.0,0.0,0.0,0.6287176931864467
fiqa,160.0,13,Static-ColBERTv2,,0.6213740188411362,0.24694106878892533,0.18159203980099503,0.18159203980099503,0.5964419946941604
fiqa,160.0,13,Static-E5,,0.2850458392594048,0.0,0.0,0.0,0.5722571255628905
fiqa,160.0,17,CWC,0.4206215303275105,0.3243525728262472,0.0016622230999637929,0.0,0.0,0.6827909276664443
fiqa,160.0,17,StaticBest-cal,,0.31776948056735577,0.0,0.0,0.0,0.7099445517135625
