phase,dataset,budget_ms,seed,policy,n_eval,mean_ms,p50_ms,p95_ms,p99_ms,slo_violation,ndcg10,throughput_qps,distinct_plans,probe_ms,route_ms
closed_loop,nfcorpus,100.0,23,CWC,431,31.997404158495694,22.500758059322834,80.17115504480898,84.5022467430681,0.0,0.10051370679559277,31.22154595011433,4,2.3054409979598427,0.2720821670444548
closed_loop,nfcorpus,100.0,23,StaticBest-cal,431,85.30084687293768,71.52701378799975,135.77074790373445,141.95540940854698,0.37587006960556846,0.1039786896906859,11.71861866662679,1,0.0,0.0
closed_loop,nfcorpus,100.0,23,CostGreedy-cal,431,56.23896286570037,41.90618800930679,101.30588593892753,103.94312972202897,0.0951276102088167,0.10186973796962505,17.773688675061493,1,0.0,0.0
closed_loop,nfcorpus,100.0,23,Static-BestQuality,431,84.64364810758151,71.1841790471226,133.1660969881341,138.4104107040912,0.37587006960556846,0.1039786896906859,11.809575374529999,1,0.0,0.0
closed_loop,nfcorpus,100.0,23,Static-Fallback,431,36.21848620714192,21.35341288521886,80.22421353962272,85.40272447280586,0.0,0.09759904624816748,27.57739424424185,1,0.0,0.0
closed_loop,nfcorpus,100.0,23,Oracle-perItem,431,10.985425361183639,0.8269890677183867,75.4955590236932,99.98604168649761,0.01160092807424594,0.13275776377498466,90.7361934652427,7,0.0,0.0
closed_loop,nfcorpus,100.0,29,CWC,436,26.784900414603634,5.290418979711831,81.11381746130064,84.02344475034624,0.0,0.10026546096614404,37.288531175880465,4,2.2342638780123667,0.26955687838239134
closed_loop,nfcorpus,100.0,29,StaticBest-cal,436,84.38449382937915,71.63173647131771,133.2786360871978,142.45967115275556,0.3738532110091743,0.10901172420328578,11.845848865734869,1,0.0,0.0
closed_loop,nfcorpus,100.0,29,CostGreedy-cal,436,56.11811678775441,41.52974102180451,101.06917296070606,103.70805680286136,0.07339449541284404,0.10695376169978134,17.811954927083416,1,0.0,0.0
closed_loop,nfcorpus,100.0,29,Static-BestQuality,436,82.56106818556239,70.07199304644018,130.45257690828294,132.88032027194276,0.3738532110091743,0.10901172420328578,12.107498255845304,1,0.0,0.0
closed_loop,nfcorpus,100.0,29,Static-Fallback,436,1.4841527050070533,0.8733804570510983,3.235762065742165,3.4887557616457343,0.0,0.09584184928777474,665.9525762192941,1,0.0,0.0
closed_loop,nfcorpus,100.0,29,Oracle-perItem,436,10.746558044648328,0.7798569276928902,73.22441495489329,96.61729895742609,0.0045871559633027525,0.13623758978561795,92.77336988340697,7,0.0,0.0
closed_loop,nfcorpus,100.0,31,CWC,436,51.27510677813766,49.81381946709007,86.27315546618775,106.75365000497548,0.034403669724770644,0.09558552928389963,19.487469383442953,3,2.3816565837745274,0.29855537273143545
closed_loop,nfcorpus,100.0,31,StaticBest-cal,436,55.46510472483591,41.36669007129967,101.6946661984548,106.44125248072667,0.11009174311926606,0.09552378043488122,18.021616175400112,1,0.0,0.0
closed_loop,nfcorpus,100.0,31,CostGreedy-cal,436,55.907331314151506,41.792757459916174,102.43563033873215,111.14418864017351,0.13990825688073394,0.09552378043488122,17.878857928911646,1,0.0,0.0
closed_loop,nfcorpus,100.0,31,Static-BestQuality,436,84.35356650990647,70.54962147958577,138.58318148413673,154.7300137230195,0.3623853211009174,0.09939696061945,11.850131211201361,1,0.0,0.0
closed_loop,nfcorpus,100.0,31,Static-Fallback,436,34.78617975787353,21.038960898295045,76.93873485550284,79.45699238916855,0.0,0.08983897175452295,28.711499855072518,1,0.0,0.0
closed_loop,nfcorpus,100.0,31,Oracle-perItem,436,10.94334690250593,0.7681905990466475,75.50330698722973,98.52061676792799,0.006880733944954129,0.12512984075412587,91.1048197949601,7,0.0,0.0
